LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
GBR,CGEXP,ENVPROT,PC,A,2011,0.94,
GBR,CGEXP,ENVPROT,PC,A,2012,0.92,
GBR,CGEXP,ENVPROT,PC,A,2013,0.88,
GBR,CGEXP,ENVPROT,PC,A,2014,1.03,
GBR,CGEXP,ENVPROT,PC,A,2015,0.97,
GBR,CGEXP,ENVPROT,PC,A,2016,0.93,
GBR,CGEXP,PUBORD,PC,A,2007,4.34,
GBR,CGEXP,PUBORD,PC,A,2008,4.23,
GBR,CGEXP,PUBORD,PC,A,2009,4.26,
GBR,CGEXP,PUBORD,PC,A,2010,4.07,
GBR,CGEXP,PUBORD,PC,A,2011,3.87,
GBR,CGEXP,PUBORD,PC,A,2012,3.86,
GBR,CGEXP,PUBORD,PC,A,2013,4.13,
GBR,CGEXP,PUBORD,PC,A,2014,4.07,
GBR,CGEXP,PUBORD,PC,A,2015,4.16,
GBR,CGEXP,PUBORD,PC,A,2016,4.19,
EST,CGEXP,ENVPROT,PC,A,2007,1.98,
EST,CGEXP,ENVPROT,PC,A,2008,2.34,
EST,CGEXP,ENVPROT,PC,A,2009,1.87,
EST,CGEXP,ENVPROT,PC,A,2010,-1.19,
EST,CGEXP,ENVPROT,PC,A,2011,-1.84,
EST,CGEXP,ENVPROT,PC,A,2012,1.82,
EST,CGEXP,ENVPROT,PC,A,2013,1.24,
EST,CGEXP,ENVPROT,PC,A,2014,1.21,
EST,CGEXP,ENVPROT,PC,A,2015,1.37,
EST,CGEXP,ENVPROT,PC,A,2016,0.96,
SVN,CGEXP,GRALPUBSER,PC,A,2007,17.75,
SVN,CGEXP,GRALPUBSER,PC,A,2008,15.56,
SVN,CGEXP,GRALPUBSER,PC,A,2009,15.36,
SVN,CGEXP,GRALPUBSER,PC,A,2010,14.89,
SVN,CGEXP,GRALPUBSER,PC,A,2011,14.83,
SVN,CGEXP,GRALPUBSER,PC,A,2012,16.09,
SVN,CGEXP,GRALPUBSER,PC,A,2013,13.07,
SVN,CGEXP,GRALPUBSER,PC,A,2014,19.7,
SVN,CGEXP,GRALPUBSER,PC,A,2015,19.14,
SVN,CGEXP,GRALPUBSER,PC,A,2016,20.75,
AUT,CGEXP,GRALPUBSER,PC,A,2007,34.09,
AUT,CGEXP,GRALPUBSER,PC,A,2008,34.24,
AUT,CGEXP,GRALPUBSER,PC,A,2009,33.78,
AUT,CGEXP,GRALPUBSER,PC,A,2010,34.35,
AUT,CGEXP,GRALPUBSER,PC,A,2011,35.52,
AUT,CGEXP,GRALPUBSER,PC,A,2012,35.13,
AUT,CGEXP,GRALPUBSER,PC,A,2013,35.5,
AUT,CGEXP,GRALPUBSER,PC,A,2014,33.91,
AUT,CGEXP,GRALPUBSER,PC,A,2015,35.26,
AUT,CGEXP,GRALPUBSER,PC,A,2016,35.09,
BEL,CGEXP,HEALTH,PC,A,2007,2.82,
BEL,CGEXP,HEALTH,PC,A,2008,3.39,
BEL,CGEXP,HEALTH,PC,A,2009,3.01,
BEL,CGEXP,HEALTH,PC,A,2010,3.63,
BEL,CGEXP,HEALTH,PC,A,2011,2.72,
BEL,CGEXP,HEALTH,PC,A,2012,2.68,
BEL,CGEXP,HEALTH,PC,A,2013,2.76,
BEL,CGEXP,HEALTH,PC,A,2014,2.77,
BEL,CGEXP,HEALTH,PC,A,2015,3.03,
BEL,CGEXP,HEALTH,PC,A,2016,2.86,
CZE,CGEXP,GRALPUBSER,PC,A,2007,12.05,
CZE,CGEXP,GRALPUBSER,PC,A,2008,11.27,
CZE,CGEXP,GRALPUBSER,PC,A,2009,11.66,
CZE,CGEXP,GRALPUBSER,PC,A,2010,11.83,
CZE,CGEXP,GRALPUBSER,PC,A,2011,11.89,
CZE,CGEXP,GRALPUBSER,PC,A,2012,16.64,
CZE,CGEXP,GRALPUBSER,PC,A,2013,11.92,
CZE,CGEXP,GRALPUBSER,PC,A,2014,12.15,
CZE,CGEXP,GRALPUBSER,PC,A,2015,11.06,
CZE,CGEXP,GRALPUBSER,PC,A,2016,10.99,
DNK,CGEXP,SOCPROT,PC,A,2007,35.09,
DNK,CGEXP,SOCPROT,PC,A,2008,34,
DNK,CGEXP,SOCPROT,PC,A,2009,33.81,
DNK,CGEXP,SOCPROT,PC,A,2010,35.96,
DNK,CGEXP,SOCPROT,PC,A,2011,35.35,
DNK,CGEXP,SOCPROT,PC,A,2012,34.27,
DNK,CGEXP,SOCPROT,PC,A,2013,35.01,
DNK,CGEXP,SOCPROT,PC,A,2014,35.59,
DNK,CGEXP,SOCPROT,PC,A,2015,35.42,
DNK,CGEXP,SOCPROT,PC,A,2016,36.06,
FRA,CGEXP,GRALPUBSER,PC,A,2007,32.22,
FRA,CGEXP,GRALPUBSER,PC,A,2008,32.75,
FRA,CGEXP,GRALPUBSER,PC,A,2009,30.99,
FRA,CGEXP,GRALPUBSER,PC,A,2010,34.27,
FRA,CGEXP,GRALPUBSER,PC,A,2011,31.58,
FRA,CGEXP,GRALPUBSER,PC,A,2012,31.23,
FRA,CGEXP,GRALPUBSER,PC,A,2013,31.07,
FRA,CGEXP,GRALPUBSER,PC,A,2014,30.24,
FRA,CGEXP,GRALPUBSER,PC,A,2015,28.29,P
FRA,CGEXP,GRALPUBSER,PC,A,2016,26.88,P
DEU,CGEXP,SOCPROT,PC,A,2007,49.23,
DEU,CGEXP,SOCPROT,PC,A,2008,47.67,
DEU,CGEXP,SOCPROT,PC,A,2009,47.33,
DEU,CGEXP,SOCPROT,PC,A,2010,44.77,
DEU,CGEXP,SOCPROT,PC,A,2011,46.31,
DEU,CGEXP,SOCPROT,PC,A,2012,47,
DEU,CGEXP,SOCPROT,PC,A,2013,45.55,
DEU,CGEXP,SOCPROT,PC,A,2014,44.83,
DEU,CGEXP,SOCPROT,PC,A,2015,45.28,
DEU,CGEXP,SOCPROT,PC,A,2016,45.63,
HUN,CGEXP,ENVPROT,PC,A,2007,1,
HUN,CGEXP,ENVPROT,PC,A,2008,0.95,
HUN,CGEXP,ENVPROT,PC,A,2009,1.01,
HUN,CGEXP,ENVPROT,PC,A,2010,0.58,
HUN,CGEXP,ENVPROT,PC,A,2011,1.01,
HUN,CGEXP,ENVPROT,PC,A,2012,0.99,
HUN,CGEXP,ENVPROT,PC,A,2013,0.88,
HUN,CGEXP,ENVPROT,PC,A,2014,1.27,
HUN,CGEXP,ENVPROT,PC,A,2015,1.97,
HUN,CGEXP,ENVPROT,PC,A,2016,1.27,
IRL,CGEXP,EDU,PC,A,2007,14.15,
IRL,CGEXP,EDU,PC,A,2008,12.08,
IRL,CGEXP,EDU,PC,A,2009,10.76,
IRL,CGEXP,EDU,PC,A,2010,7.59,
IRL,CGEXP,EDU,PC,A,2011,11.75,
IRL,CGEXP,EDU,PC,A,2012,12.43,
IRL,CGEXP,EDU,PC,A,2013,12.13,
IRL,CGEXP,EDU,PC,A,2014,12.1,
IRL,CGEXP,EDU,PC,A,2015,11.94,
IRL,CGEXP,EDU,PC,A,2016,12.72,
ITA,CGEXP,ENVPROT,PC,A,2007,0.72,
ITA,CGEXP,ENVPROT,PC,A,2008,0.84,
ITA,CGEXP,ENVPROT,PC,A,2009,0.71,
ITA,CGEXP,ENVPROT,PC,A,2010,0.63,
ITA,CGEXP,ENVPROT,PC,A,2011,0.61,
ITA,CGEXP,ENVPROT,PC,A,2012,0.56,
ITA,CGEXP,ENVPROT,PC,A,2013,0.46,
ITA,CGEXP,ENVPROT,PC,A,2014,0.41,
ITA,CGEXP,ENVPROT,PC,A,2015,0.38,
ITA,CGEXP,ENVPROT,PC,A,2016,0.45,
LUX,CGEXP,DEF,PC,A,2007,1.25,
LUX,CGEXP,DEF,PC,A,2008,1.77,
LUX,CGEXP,DEF,PC,A,2009,1.97,
LUX,CGEXP,DEF,PC,A,2010,2.51,
LUX,CGEXP,DEF,PC,A,2011,2.05,
LUX,CGEXP,DEF,PC,A,2012,1.17,
LUX,CGEXP,DEF,PC,A,2013,1.09,
LUX,CGEXP,DEF,PC,A,2014,0.99,P
LUX,CGEXP,DEF,PC,A,2015,0.89,P
LUX,CGEXP,DEF,PC,A,2016,1.37,P
LUX,CGEXP,ENVPROT,PC,A,2007,1.7,
LUX,CGEXP,ENVPROT,PC,A,2008,1.63,
LUX,CGEXP,ENVPROT,PC,A,2009,2.15,
LUX,CGEXP,ENVPROT,PC,A,2010,1.82,
LUX,CGEXP,ENVPROT,PC,A,2011,1.53,
LUX,CGEXP,ENVPROT,PC,A,2012,1.49,
LUX,CGEXP,ENVPROT,PC,A,2013,1.29,
LUX,CGEXP,ENVPROT,PC,A,2014,1.32,P
LUX,CGEXP,ENVPROT,PC,A,2015,1.26,P
LUX,CGEXP,ENVPROT,PC,A,2016,0.97,P
NLD,CGEXP,EDU,PC,A,2007,16.39,
NLD,CGEXP,EDU,PC,A,2008,16.48,
NLD,CGEXP,EDU,PC,A,2009,16.18,
NLD,CGEXP,EDU,PC,A,2010,15.26,
NLD,CGEXP,EDU,PC,A,2011,16.61,
NLD,CGEXP,EDU,PC,A,2012,17.13,
NLD,CGEXP,EDU,PC,A,2013,18.22,
NLD,CGEXP,EDU,PC,A,2014,17.43,
NLD,CGEXP,EDU,PC,A,2015,17.42,
NLD,CGEXP,EDU,PC,A,2016,17.73,P
POL,CGEXP,EDU,PC,A,2007,19.04,
POL,CGEXP,EDU,PC,A,2008,18.5,
POL,CGEXP,EDU,PC,A,2009,15.31,
POL,CGEXP,EDU,PC,A,2010,14.99,
POL,CGEXP,EDU,PC,A,2011,16.07,
POL,CGEXP,EDU,PC,A,2012,16.4,
POL,CGEXP,EDU,PC,A,2013,16.54,
POL,CGEXP,EDU,PC,A,2014,17.59,
POL,CGEXP,EDU,PC,A,2015,17.62,
POL,CGEXP,EDU,PC,A,2016,16.22,
PRT,CGEXP,DEF,PC,A,2007,3.54,
PRT,CGEXP,DEF,PC,A,2008,3.76,
PRT,CGEXP,DEF,PC,A,2009,3.97,
PRT,CGEXP,DEF,PC,A,2010,4.98,
PRT,CGEXP,DEF,PC,A,2011,3.4,
PRT,CGEXP,DEF,PC,A,2012,3.08,
PRT,CGEXP,DEF,PC,A,2013,2.94,
PRT,CGEXP,DEF,PC,A,2014,2.6,E
PRT,CGEXP,DEF,PC,A,2015,2.79,E
PRT,CGEXP,DEF,PC,A,2016,2.8,E
PRT,CGEXP,HOUCOMM,PC,A,2007,0.1,
PRT,CGEXP,HOUCOMM,PC,A,2008,0.21,
PRT,CGEXP,HOUCOMM,PC,A,2009,0.25,
PRT,CGEXP,HOUCOMM,PC,A,2010,0.17,
PRT,CGEXP,HOUCOMM,PC,A,2011,0.22,
PRT,CGEXP,HOUCOMM,PC,A,2012,0.15,
PRT,CGEXP,HOUCOMM,PC,A,2013,0.14,
PRT,CGEXP,HOUCOMM,PC,A,2014,0.11,E
PRT,CGEXP,HOUCOMM,PC,A,2015,0.19,E
PRT,CGEXP,HOUCOMM,PC,A,2016,0.14,E
PRT,CGEXP,PUBORD,PC,A,2007,5.13,
PRT,CGEXP,PUBORD,PC,A,2008,5.28,
PRT,CGEXP,PUBORD,PC,A,2009,5.11,
PRT,CGEXP,PUBORD,PC,A,2010,5.01,
PRT,CGEXP,PUBORD,PC,A,2011,5.14,
PRT,CGEXP,PUBORD,PC,A,2012,4.98,
PRT,CGEXP,PUBORD,PC,A,2013,5.35,
PRT,CGEXP,PUBORD,PC,A,2014,4.7,E
PRT,CGEXP,PUBORD,PC,A,2015,4.89,E
PRT,CGEXP,PUBORD,PC,A,2016,5.16,E
SVK,CGEXP,ECOAFF,PC,A,2007,15.74,
SVK,CGEXP,ECOAFF,PC,A,2008,17.5,
SVK,CGEXP,ECOAFF,PC,A,2009,16.85,
SVK,CGEXP,ECOAFF,PC,A,2010,15.07,
SVK,CGEXP,ECOAFF,PC,A,2011,15.19,
SVK,CGEXP,ECOAFF,PC,A,2012,14.53,
SVK,CGEXP,ECOAFF,PC,A,2013,15.16,
SVK,CGEXP,ECOAFF,PC,A,2014,15.39,
SVK,CGEXP,ECOAFF,PC,A,2015,18.2,
SVK,CGEXP,ECOAFF,PC,A,2016,14.78,
SVK,CGEXP,RECULTREL,PC,A,2007,2.06,
SVK,CGEXP,RECULTREL,PC,A,2008,2.05,
SVK,CGEXP,RECULTREL,PC,A,2009,2.07,
SVK,CGEXP,RECULTREL,PC,A,2010,2.04,
SVK,CGEXP,RECULTREL,PC,A,2011,2.07,
SVK,CGEXP,RECULTREL,PC,A,2012,2.01,
SVK,CGEXP,RECULTREL,PC,A,2013,2.02,
SVK,CGEXP,RECULTREL,PC,A,2014,2.06,
SVK,CGEXP,RECULTREL,PC,A,2015,2.14,
SVK,CGEXP,RECULTREL,PC,A,2016,2.34,
SWE,CGEXP,DEF,PC,A,2007,5.18,
SWE,CGEXP,DEF,PC,A,2008,4.99,
SWE,CGEXP,DEF,PC,A,2009,4.73,
SWE,CGEXP,DEF,PC,A,2010,4.89,
SWE,CGEXP,DEF,PC,A,2011,4.76,
SWE,CGEXP,DEF,PC,A,2012,4.59,
SWE,CGEXP,DEF,PC,A,2013,4.73,
SWE,CGEXP,DEF,PC,A,2014,4.2,
SWE,CGEXP,DEF,PC,A,2015,3.85,
SWE,CGEXP,DEF,PC,A,2016,4.07,
SWE,CGEXP,HEALTH,PC,A,2007,4,
SWE,CGEXP,HEALTH,PC,A,2008,4.15,
SWE,CGEXP,HEALTH,PC,A,2009,4.45,
SWE,CGEXP,HEALTH,PC,A,2010,3.99,
SWE,CGEXP,HEALTH,PC,A,2011,4.02,
SWE,CGEXP,HEALTH,PC,A,2012,4.06,
SWE,CGEXP,HEALTH,PC,A,2013,4,
SWE,CGEXP,HEALTH,PC,A,2014,3.95,
SWE,CGEXP,HEALTH,PC,A,2015,3.99,
SWE,CGEXP,HEALTH,PC,A,2016,4.1,
SWE,CGEXP,HOUCOMM,PC,A,2007,0.44,
SWE,CGEXP,HOUCOMM,PC,A,2008,0.41,
SWE,CGEXP,HOUCOMM,PC,A,2009,0.41,
SWE,CGEXP,HOUCOMM,PC,A,2010,0.35,
SWE,CGEXP,HOUCOMM,PC,A,2011,0.29,
SWE,CGEXP,HOUCOMM,PC,A,2012,0.28,
SWE,CGEXP,HOUCOMM,PC,A,2013,0.27,
SWE,CGEXP,HOUCOMM,PC,A,2014,0.29,
SWE,CGEXP,HOUCOMM,PC,A,2015,0.28,
SWE,CGEXP,HOUCOMM,PC,A,2016,0.46,
SWE,CGEXP,PUBORD,PC,A,2007,3.63,
SWE,CGEXP,PUBORD,PC,A,2008,3.73,
SWE,CGEXP,PUBORD,PC,A,2009,3.72,
SWE,CGEXP,PUBORD,PC,A,2010,3.74,
SWE,CGEXP,PUBORD,PC,A,2011,3.78,
SWE,CGEXP,PUBORD,PC,A,2012,3.85,
SWE,CGEXP,PUBORD,PC,A,2013,3.79,
SWE,CGEXP,PUBORD,PC,A,2014,3.78,
SWE,CGEXP,PUBORD,PC,A,2015,3.71,
SWE,CGEXP,PUBORD,PC,A,2016,3.79,
GBR,CGEXP,HEALTH,PC,A,2007,17.56,
GBR,CGEXP,HEALTH,PC,A,2008,16.96,
GBR,CGEXP,HEALTH,PC,A,2009,17.98,
GBR,CGEXP,HEALTH,PC,A,2010,17.45,
GBR,CGEXP,HEALTH,PC,A,2011,17.7,
GBR,CGEXP,HEALTH,PC,A,2012,17.17,
GBR,CGEXP,HEALTH,PC,A,2013,18.17,
GBR,CGEXP,HEALTH,PC,A,2014,18.66,
GBR,CGEXP,HEALTH,PC,A,2015,19.33,
GBR,CGEXP,HEALTH,PC,A,2016,19.79,
GBR,CGEXP,HOUCOMM,PC,A,2007,1.29,
GBR,CGEXP,HOUCOMM,PC,A,2008,1.18,
GBR,CGEXP,HOUCOMM,PC,A,2009,4.21,
GBR,CGEXP,HOUCOMM,PC,A,2010,4.84,
GBR,CGEXP,HOUCOMM,PC,A,2011,3.93,
GBR,CGEXP,HOUCOMM,PC,A,2012,4.91,
GBR,CGEXP,HOUCOMM,PC,A,2013,3.98,
GBR,CGEXP,HOUCOMM,PC,A,2014,4.44,
GBR,CGEXP,HOUCOMM,PC,A,2015,4.19,
GBR,CGEXP,HOUCOMM,PC,A,2016,3.39,
EST,CGEXP,DEF,PC,A,2007,4.32,
EST,CGEXP,DEF,PC,A,2008,5.04,
EST,CGEXP,DEF,PC,A,2009,5.77,
EST,CGEXP,DEF,PC,A,2010,5,
EST,CGEXP,DEF,PC,A,2011,4.68,
EST,CGEXP,DEF,PC,A,2012,5.39,
EST,CGEXP,DEF,PC,A,2013,5.61,
EST,CGEXP,DEF,PC,A,2014,5.48,
EST,CGEXP,DEF,PC,A,2015,5.41,
EST,CGEXP,DEF,PC,A,2016,6.92,
EST,CGEXP,HOUCOMM,PC,A,2007,0.03,
EST,CGEXP,HOUCOMM,PC,A,2008,0,
EST,CGEXP,HOUCOMM,PC,A,2009,0.03,
EST,CGEXP,HOUCOMM,PC,A,2010,0.02,
EST,CGEXP,HOUCOMM,PC,A,2011,0.02,
EST,CGEXP,HOUCOMM,PC,A,2012,0.02,
EST,CGEXP,HOUCOMM,PC,A,2013,0.01,
EST,CGEXP,HOUCOMM,PC,A,2014,0.02,
EST,CGEXP,HOUCOMM,PC,A,2015,0.01,
EST,CGEXP,HOUCOMM,PC,A,2016,0,
EST,CGEXP,PUBORD,PC,A,2007,7.18,
EST,CGEXP,PUBORD,PC,A,2008,7.79,
EST,CGEXP,PUBORD,PC,A,2009,6.02,
EST,CGEXP,PUBORD,PC,A,2010,6.23,
EST,CGEXP,PUBORD,PC,A,2011,6.35,
EST,CGEXP,PUBORD,PC,A,2012,5.96,
EST,CGEXP,PUBORD,PC,A,2013,5.67,
EST,CGEXP,PUBORD,PC,A,2014,5.81,
EST,CGEXP,PUBORD,PC,A,2015,5.06,
EST,CGEXP,PUBORD,PC,A,2016,5.49,
SVN,CGEXP,ENVPROT,PC,A,2007,1.76,
SVN,CGEXP,ENVPROT,PC,A,2008,1.6,
SVN,CGEXP,ENVPROT,PC,A,2009,1.63,
SVN,CGEXP,ENVPROT,PC,A,2010,1.42,
SVN,CGEXP,ENVPROT,PC,A,2011,1.58,
SVN,CGEXP,ENVPROT,PC,A,2012,1.45,
SVN,CGEXP,ENVPROT,PC,A,2013,1.08,
SVN,CGEXP,ENVPROT,PC,A,2014,2.63,
SVN,CGEXP,ENVPROT,PC,A,2015,3.33,
SVN,CGEXP,ENVPROT,PC,A,2016,1.49,
AUT,CGEXP,ENVPROT,PC,A,2007,0.72,
AUT,CGEXP,ENVPROT,PC,A,2008,0.6,
AUT,CGEXP,ENVPROT,PC,A,2009,0.79,
AUT,CGEXP,ENVPROT,PC,A,2010,0.77,
AUT,CGEXP,ENVPROT,PC,A,2011,0.74,
AUT,CGEXP,ENVPROT,PC,A,2012,0.66,
AUT,CGEXP,ENVPROT,PC,A,2013,0.58,
AUT,CGEXP,ENVPROT,PC,A,2014,0.63,
AUT,CGEXP,ENVPROT,PC,A,2015,0.5,
AUT,CGEXP,ENVPROT,PC,A,2016,0.54,
BEL,CGEXP,SOCPROT,PC,A,2007,9.99,
BEL,CGEXP,SOCPROT,PC,A,2008,9.88,
BEL,CGEXP,SOCPROT,PC,A,2009,10.29,
BEL,CGEXP,SOCPROT,PC,A,2010,10.04,
BEL,CGEXP,SOCPROT,PC,A,2011,9.88,
BEL,CGEXP,SOCPROT,PC,A,2012,9.49,
BEL,CGEXP,SOCPROT,PC,A,2013,9.66,
BEL,CGEXP,SOCPROT,PC,A,2014,9.67,
BEL,CGEXP,SOCPROT,PC,A,2015,9.87,
BEL,CGEXP,SOCPROT,PC,A,2016,15.92,
CZE,CGEXP,ENVPROT,PC,A,2007,0.73,
CZE,CGEXP,ENVPROT,PC,A,2008,0.67,
CZE,CGEXP,ENVPROT,PC,A,2009,-0.33,
CZE,CGEXP,ENVPROT,PC,A,2010,0.39,
CZE,CGEXP,ENVPROT,PC,A,2011,1.3,
CZE,CGEXP,ENVPROT,PC,A,2012,1.37,
CZE,CGEXP,ENVPROT,PC,A,2013,0.68,
CZE,CGEXP,ENVPROT,PC,A,2014,0.56,
CZE,CGEXP,ENVPROT,PC,A,2015,0.48,
CZE,CGEXP,ENVPROT,PC,A,2016,0.47,
DNK,CGEXP,ECOAFF,PC,A,2007,5.49,
DNK,CGEXP,ECOAFF,PC,A,2008,4.78,
DNK,CGEXP,ECOAFF,PC,A,2009,5.4,
DNK,CGEXP,ECOAFF,PC,A,2010,5.2,
DNK,CGEXP,ECOAFF,PC,A,2011,5.49,
DNK,CGEXP,ECOAFF,PC,A,2012,5.78,
DNK,CGEXP,ECOAFF,PC,A,2013,5.85,
DNK,CGEXP,ECOAFF,PC,A,2014,6.21,
DNK,CGEXP,ECOAFF,PC,A,2015,6.15,
DNK,CGEXP,ECOAFF,PC,A,2016,5.66,
DNK,CGEXP,RECULTREL,PC,A,2007,2.53,
DNK,CGEXP,RECULTREL,PC,A,2008,2.62,
DNK,CGEXP,RECULTREL,PC,A,2009,2.42,
DNK,CGEXP,RECULTREL,PC,A,2010,2.34,
DNK,CGEXP,RECULTREL,PC,A,2011,2.42,
DNK,CGEXP,RECULTREL,PC,A,2012,2.39,
DNK,CGEXP,RECULTREL,PC,A,2013,2.49,
DNK,CGEXP,RECULTREL,PC,A,2014,2.31,
DNK,CGEXP,RECULTREL,PC,A,2015,2.36,
DNK,CGEXP,RECULTREL,PC,A,2016,2.47,
FIN,CGEXP,EDU,PC,A,2007,13.51,
FIN,CGEXP,EDU,PC,A,2008,13.52,
FIN,CGEXP,EDU,PC,A,2009,13.31,
FIN,CGEXP,EDU,PC,A,2010,12.8,
FIN,CGEXP,EDU,PC,A,2011,13.13,
FIN,CGEXP,EDU,PC,A,2012,12.96,
FIN,CGEXP,EDU,PC,A,2013,12.41,
FIN,CGEXP,EDU,PC,A,2014,12.48,
FIN,CGEXP,EDU,PC,A,2015,12.39,
FIN,CGEXP,EDU,PC,A,2016,12.13,
FRA,CGEXP,DEF,PC,A,2007,7.83,
FRA,CGEXP,DEF,PC,A,2008,7.63,
FRA,CGEXP,DEF,PC,A,2009,7.86,
FRA,CGEXP,DEF,PC,A,2010,7.38,
FRA,CGEXP,DEF,PC,A,2011,7.67,
FRA,CGEXP,DEF,PC,A,2012,7.72,
FRA,CGEXP,DEF,PC,A,2013,7.68,
FRA,CGEXP,DEF,PC,A,2014,7.3,
FRA,CGEXP,DEF,PC,A,2015,7.64,P
FRA,CGEXP,DEF,PC,A,2016,7.98,P
FRA,CGEXP,ENVPROT,PC,A,2007,0.61,
FRA,CGEXP,ENVPROT,PC,A,2008,0.6,
FRA,CGEXP,ENVPROT,PC,A,2009,0.65,
FRA,CGEXP,ENVPROT,PC,A,2010,0.61,
FRA,CGEXP,ENVPROT,PC,A,2011,0.55,
FRA,CGEXP,ENVPROT,PC,A,2012,0.54,
FRA,CGEXP,ENVPROT,PC,A,2013,0.62,
FRA,CGEXP,ENVPROT,PC,A,2014,0.6,
FRA,CGEXP,ENVPROT,PC,A,2015,0.61,P
FRA,CGEXP,ENVPROT,PC,A,2016,0.62,P
FRA,CGEXP,PUBORD,PC,A,2007,5.22,
FRA,CGEXP,PUBORD,PC,A,2008,5.42,
FRA,CGEXP,PUBORD,PC,A,2009,5.53,
FRA,CGEXP,PUBORD,PC,A,2010,5.31,
FRA,CGEXP,PUBORD,PC,A,2011,5.61,
FRA,CGEXP,PUBORD,PC,A,2012,5.55,
FRA,CGEXP,PUBORD,PC,A,2013,5.64,
FRA,CGEXP,PUBORD,PC,A,2014,5.66,
FRA,CGEXP,PUBORD,PC,A,2015,5.66,P
FRA,CGEXP,PUBORD,PC,A,2016,5.78,P
DEU,CGEXP,ECOAFF,PC,A,2007,9.07,
DEU,CGEXP,ECOAFF,PC,A,2008,10.15,
DEU,CGEXP,ECOAFF,PC,A,2009,11.01,
DEU,CGEXP,ECOAFF,PC,A,2010,17.51,
DEU,CGEXP,ECOAFF,PC,A,2011,10.43,
DEU,CGEXP,ECOAFF,PC,A,2012,9.07,
DEU,CGEXP,ECOAFF,PC,A,2013,8.71,
DEU,CGEXP,ECOAFF,PC,A,2014,8.43,
DEU,CGEXP,ECOAFF,PC,A,2015,9.16,
DEU,CGEXP,ECOAFF,PC,A,2016,8.55,
DEU,CGEXP,RECULTREL,PC,A,2007,0.57,
DEU,CGEXP,RECULTREL,PC,A,2008,0.43,
DEU,CGEXP,RECULTREL,PC,A,2009,0.43,
DEU,CGEXP,RECULTREL,PC,A,2010,0.35,
DEU,CGEXP,RECULTREL,PC,A,2011,0.42,
DEU,CGEXP,RECULTREL,PC,A,2012,0.45,
DEU,CGEXP,RECULTREL,PC,A,2013,0.55,
DEU,CGEXP,RECULTREL,PC,A,2014,0.61,
DEU,CGEXP,RECULTREL,PC,A,2015,0.65,
DEU,CGEXP,RECULTREL,PC,A,2016,0.73,
GRC,CGEXP,EDU,PC,A,2007,9.96,
GRC,CGEXP,EDU,PC,A,2008,9.47,
GRC,CGEXP,EDU,PC,A,2009,9.62,
GRC,CGEXP,EDU,PC,A,2010,10.03,
GRC,CGEXP,EDU,PC,A,2011,10.31,
GRC,CGEXP,EDU,PC,A,2012,10.06,
GRC,CGEXP,EDU,PC,A,2013,8.12,
GRC,CGEXP,EDU,PC,A,2014,10.51,
GRC,CGEXP,EDU,PC,A,2015,9.76,
GRC,CGEXP,EDU,PC,A,2016,10.4,
HUN,CGEXP,DEF,PC,A,2007,3.86,
HUN,CGEXP,DEF,PC,A,2008,3.13,
HUN,CGEXP,DEF,PC,A,2009,2.73,
HUN,CGEXP,DEF,PC,A,2010,3.57,
HUN,CGEXP,DEF,PC,A,2011,3.13,
HUN,CGEXP,DEF,PC,A,2012,2.18,
HUN,CGEXP,DEF,PC,A,2013,1.81,
HUN,CGEXP,DEF,PC,A,2014,1.62,
HUN,CGEXP,DEF,PC,A,2015,1.56,
HUN,CGEXP,DEF,PC,A,2016,2.18,
HUN,CGEXP,HOUCOMM,PC,A,2007,0.11,
HUN,CGEXP,HOUCOMM,PC,A,2008,0.25,
HUN,CGEXP,HOUCOMM,PC,A,2009,0.21,
HUN,CGEXP,HOUCOMM,PC,A,2010,0.47,
HUN,CGEXP,HOUCOMM,PC,A,2011,1.1,
HUN,CGEXP,HOUCOMM,PC,A,2012,1.13,
HUN,CGEXP,HOUCOMM,PC,A,2013,0.62,
HUN,CGEXP,HOUCOMM,PC,A,2014,0.77,
HUN,CGEXP,HOUCOMM,PC,A,2015,0.79,
HUN,CGEXP,HOUCOMM,PC,A,2016,1.64,
HUN,CGEXP,PUBORD,PC,A,2007,5.56,
HUN,CGEXP,PUBORD,PC,A,2008,6.05,
HUN,CGEXP,PUBORD,PC,A,2009,5.7,
HUN,CGEXP,PUBORD,PC,A,2010,5.38,
HUN,CGEXP,PUBORD,PC,A,2011,5.47,
HUN,CGEXP,PUBORD,PC,A,2012,5.65,
HUN,CGEXP,PUBORD,PC,A,2013,5.33,
HUN,CGEXP,PUBORD,PC,A,2014,5.11,
HUN,CGEXP,PUBORD,PC,A,2015,5.73,
HUN,CGEXP,PUBORD,PC,A,2016,6.99,
ITA,CGEXP,DEF,PC,A,2007,4.34,
ITA,CGEXP,DEF,PC,A,2008,4.7,
ITA,CGEXP,DEF,PC,A,2009,4.75,
ITA,CGEXP,DEF,PC,A,2010,4.54,
ITA,CGEXP,DEF,PC,A,2011,4.69,
ITA,CGEXP,DEF,PC,A,2012,4.34,
ITA,CGEXP,DEF,PC,A,2013,4.03,
ITA,CGEXP,DEF,PC,A,2014,4.07,
ITA,CGEXP,DEF,PC,A,2015,4.07,
ITA,CGEXP,DEF,PC,A,2016,4.35,
ITA,CGEXP,HEALTH,PC,A,2007,12.63,
